Formula,Herb,Amount
防风通圣散,麻黄,15.0
防风通圣散,连翘,15.0
防风通圣散,芒硝,15.0
防风通圣散,石膏,30.0
防风通圣散,黄芩,30.0
防风通圣散,桔梗,30.0
防风通圣散,滑石,90.0
防风通圣散,甘草,20.0
防风通圣散,荆芥,0.3
防风通圣散,白术,0.3
防风通圣散,栀子,0.3
苏羌达表汤,苏叶,12.0
苏羌达表汤,防风,3.0
苏羌达表汤,光杏仁,9.0
苏羌达表汤,羌活,20.0
苏羌达表汤,—钱半,5.0
苏羌达表汤,白芷,3.0
苏羌达表汤,广橘红,5.4
苏羌达表汤,鲜生姜,5.4
苏羌达表汤,浙茯苓皮,9.0
香薷散,香薷,500.0
香薷散,白扁豆,250.0
香薷散,厚朴,250.0
香苏散,香附子,120.0
香苏散,紫苏叶,120.0
香苏散,甘草,30.0
香苏散,陈皮,60.0
葱豉汤,葱白一虎口,375.0
葱豉汤,淡豆豉,24.0
五积散,苍术,600.0
五积散,桔梗,600.0
五积散,枳壳,180.0
五积散,陈皮,180.0
五积散,芍药,90.0
五积散,白芷,90.0
五积散,川芎,90.0
五积散,当归,90.0
五积散,甘草,90.0
五积散,肉桂,90.0
五积散,茯苓,90.0
五积散,半夏,90.0
五积散,厚朴干姜,120.0
五积散,麻黄,180.0
午时茶,茅术,300.0
午时茶,陈皮,300.0
午时茶,柴胡,300.0
午时茶,连翘,300.0
午时茶,白芷,300.0
午时茶,川朴,300.0
午时茶,枳实,300.0
午时茶,楂肉,300.0
午时茶,羌活,300.0
午时茶,前胡,300.0
午时茶,防风,300.0
午时茶,藿香,300.0
午时茶,甘草,300.0
午时茶,建曲,300.0
午时茶,川芎,300.0
午时茶,陈茶,10000.0
午时茶,桔梗,450.0
午时茶,麦芽,450.0
午时茶,苏叶,450.0
葛根汤,葛根,120.0
葛根汤,麻黄,90.0
葛根汤,桂枝,60.0
葛根汤,生姜,90.0
葛根汤,甘草,60.0
葛根汤,芍药,60.0
葛根汤,大枣,60.0
荆防败毒散,羌活,4.5
荆防败毒散,柴胡,4.5
荆防败毒散,前胡,4.5
荆防败毒散,独活,4.5
荆防败毒散,枳壳,4.5
荆防败毒散,茯苓,4.5
荆防败毒散,荆芥,4.5
荆防败毒散,防风,4.5
荆防败毒散,桔梗,4.5
荆防败毒散,川芎,4.5
荆防败毒散,甘草,1.5
柴葛解肌汤,柴胡,6.0
柴葛解肌汤,干葛,9.0
柴葛解肌汤,甘草,3.0
柴葛解肌汤,黄芩,6.0
柴葛解肌汤,羌活,3.0
柴葛解肌汤,白芷,3.0
柴葛解肌汤,芍药,6.0
柴葛解肌汤,桔梗,3.0
柴葛解肌汤,生姜,90.0
柴葛解肌汤,大枣,10.0
柴葛解肌汤,石膏,12.0
栝楼桂枝汤,栝楼根,60.0
栝楼桂枝汤,桂枝,90.0
栝楼桂枝汤,芍药,90.0
栝楼桂枝汤,甘草,60.0
栝楼桂枝汤,生姜,90.0
栝楼桂枝汤,大枣,7.5
桂枝加厚朴杏子汤,桂枝,90.0
桂枝加厚朴杏子汤,芍药,90.0
桂枝加厚朴杏子汤,生姜,90.0
桂枝加厚朴杏子汤,甘草,60.0
桂枝加厚朴杏子汤,大枣,60.0
桂枝加厚朴杏子汤,厚朴,60.0
桂枝加厚朴杏子汤,杏仁,250.0
越婢汤,麻黄,180.0
越婢汤,石膏,250.0
越婢汤,生姜,90.0
越婢汤,甘草,60.0
越婢汤,大枣,75.0
桂枝加葛根汤,桂枝,60.0
桂枝加葛根汤,芍药,60.0
桂枝加葛根汤,生姜,90.0
桂枝加葛根汤,甘草,60.0
桂枝加葛根汤,大枣,60.0
桂枝加葛根汤,葛根,120.0
桂枝加芍药汤,桂枝,90.0
桂枝加芍药汤,芍药,180.0
桂枝加芍药汤,甘草,60.0
桂枝加芍药汤,生姜,90.0
桂枝加芍药汤,大枣,60.0
麻黄附子细辛汤,麻黄,20.0
麻黄附子细辛汤,附子,5.0
补肾强身片,淫羊藿,20.0
补肾强身片,菟丝子,20.0
补肾强身片,金樱子,20.0
补肾强身片,女贞子,20.0
补肾强身片,狗脊,20.0
毓麟珠,人参,60.0
毓麟珠,白术,60.0
毓麟珠,茯苓,60.0
毓麟珠,芍药,60.0
毓麟珠,川芎,30.0
毓麟珠,甘草,30.0
毓麟珠,当归,120.0
毓麟珠,熟地黄,120.0
毓麟珠,菟丝子,120.0
毓麟珠,杜仲,60.0
毓麟珠,鹿角霜,60.0
毓麟珠,川椒,60.0
赞育丹,熟地黄,240.0
赞育丹,白术,240.0
赞育丹,当归,120.0
赞育丹,枸杞子,120.0
赞育丹,杜仲,120.0
赞育丹,仙茅,120.0
赞育丹,巴戟天,120.0
赞育丹,山茱萸,120.0
赞育丹,淫羊霍,120.0
赞育丹,肉苁蓉,120.0
赞育丹,韭菜子,120.0
赞育丹,蛇床子,60.0
赞育丹,附子,60.0
赞育丹,肉桂,60.0
菟丝子丸,菟丝子,30.0
菟丝子丸,鹿茸,30.0
菟丝子丸,石龙芮,30.0
菟丝子丸,肉桂,30.0
菟丝子丸,附子,30.0
菟丝子丸,石斛,0.8999999999999999
菟丝子丸,熟地,0.8999999999999999
菟丝子丸,黄茯苓,0.8999999999999999
菟丝子丸,牛膝,0.8999999999999999
菟丝子丸,续断,0.8999999999999999
菟丝子丸,山茱萸,0.8999999999999999
菟丝子丸,肉苁蓉,0.8999999999999999
菟丝子丸,防风,0.8999999999999999
菟丝子丸,杜仲,0.8999999999999999
菟丝子丸,补骨脂,0.8999999999999999
菟丝子丸,沉香,0.8999999999999999
菟丝子丸,巴戟天,0.8999999999999999
菟丝子丸,茴香,0.8999999999999999
菟丝子丸,五味子,15.0
菟丝子丸,桑螵蛸,15.0
菟丝子丸,川芎,15.0
菟丝子丸,覆盆子,15.0
菟丝子丸,泽泻,30.0
无比山药丸,山药,60.0
无比山药丸,肉苁蓉,120.0
无比山药丸,五味子,180.0
无比山药丸,菟丝子,90.0
无比山药丸,杜仲,90.0
无比山药丸,牛膝,30.0
无比山药丸,泽泻,30.0
无比山药丸,干地黄,30.0
无比山药丸,山茱萸,30.0
无比山药丸,茯神,30.0
无比山药丸,巴戟天,30.0
无比山药丸,赤石脂,30.0
济生肾气丸,附子炮,10.0
济生肾气丸,白茯苓,30.0
济生肾气丸,泽泻,30.0
济生肾气丸,山茱萸,30.0
济生肾气丸,山药,30.0
济生肾气丸,车前子,30.0
济生肾气丸,牡丹皮,30.0
济生肾气丸,官桂,15.0
济生肾气丸,川牛膝,15.0
济生肾气丸,熟地黄,15.0
龟鹿二仙胶,鹿角,5000.0
龟鹿二仙胶,龟甲,2500.0
龟鹿二仙胶,人参,450.0
龟鹿二仙胶,枸杞子,900.0
右归饮,熟地,7.5
右归饮,山药,6.0
右归饮,山茱萸,3.0
右归饮,枸杞,6.0
右归饮,甘草,4.5
右归饮,姜制杜仲,6.0
右归饮,肉桂,6.0
右归饮,制附子,6.0
右归丸,大怀熟地,240.0
右归丸,山药,120.0
右归丸,山茱萸,90.0
右归丸,枸杞,120.0
右归丸,珠鹿角胶,120.0
右归丸,制菟丝子,120.0
右归丸,姜汤,120.0
右归丸,杜仲,120.0
右归丸,当归,90.0
右归丸,肉桂,20.0
右归丸,制附子,20.0
全鹿丸,中鹿,500.0
全鹿丸,人参,500.0
全鹿丸,黄芪,500.0
全鹿丸,白术,500.0
全鹿丸,茯苓,500.0
全鹿丸,当归,500.0
全鹿丸,川芎,500.0
全鹿丸,生地黄,500.0
全鹿丸,熟地黄,500.0
全鹿丸,天门冬,500.0
全鹿丸,麦门冬,500.0
全鹿丸,陈皮,500.0
全鹿丸,甘草,500.0
全鹿丸,补骨脂,500.0
全鹿丸,川续断,500.0
全鹿丸,杜仲,500.0
全鹿丸,川牛膝,500.0
全鹿丸,枸杞子,500.0
全鹿丸,巴戟天,500.0
全鹿丸,胡芦巴,500.0
全鹿丸,干山药,500.0
全鹿丸,芡实子,500.0
全鹿丸,菟丝子,500.0
全鹿丸,五味子,500.0
全鹿丸,覆盆子,500.0
全鹿丸,楮实子,500.0
全鹿丸,锁阳,500.0
全鹿丸,肉苁蓉,500.0
全鹿丸,秋石,500.0
全鹿丸,川椒,250.0
全鹿丸,小茴香,250.0
全鹿丸,青盐,250.0
全鹿丸,沉香,250.0
增液汤,玄参,30.0
增液汤,麦门冬,24.0
增液汤,生地黄,24.0
五汁饮,梨汁,20.0
五汁饮,荸荠汁,20.0
五汁饮,鲜苇根汁,20.0
五汁饮,麦冬汁,20.0
五汁饮,藕汁,20.0
五汁饮,蔗汁,20.0
启膈散,沙参,9.0
启膈散,丹参,3.0
启膈散,茯苓,3.0
启膈散,川贝母,4.5
启膈散,郁金,1.5
启膈散,砂仁壳,1.2
启膈散,荷叶蒂,10.0
启膈散,杵头糠,1.5
甘露饮子,熟地黄,20.0
甘露饮子,生地黄,20.0
甘露饮子,天门冬,20.0
甘露饮子,麦门冬,20.0
甘露饮子,枇杷叶,20.0
甘露饮子,黄芩,20.0
甘露饮子,石斛,20.0
甘露饮子,枳壳,20.0
甘露饮子,甘草,20.0
甘露饮子,茵陈,20.0
益胃汤,沙参,9.0
益胃汤,麦门冬,15.0
益胃汤,冰糖,3.0
益胃汤,生地,15.0
益胃汤,香玉竹,4.5
消渴方,黄连末,6.0
消渴方,天花粉末,10.0
消渴方,汁亦,20.0
消渴方,代替,20.0
消渴方,毫升,20.0
消渴方,藕汁,20.0
消渴方,生地黄汁,20.0
玉液汤,生山药,30.0
玉液汤,生黄芪,15.0
玉液汤,知母,18.0
玉液汤,生鸡内金,6.0
玉液汤,葛根,1.5
玉液汤,五味子,9.0
玉液汤,天花粉,9.0
二冬汤,天门冬,6.0
二冬汤,麦门冬,9.0
二冬汤,天花粉,3.0
二冬汤,黄芩,3.0
二冬汤,知母,3.0
二冬汤,荷叶,3.0
二冬汤,甘草,1.5
二冬汤,人参,1.5
养阴清肺汤,大生地,6.0
养阴清肺汤,麦门冬,3.6
养阴清肺汤,玄参,1.5
养阴清肺汤,生甘草,1.5
养阴清肺汤,贝母,2.4
养阴清肺汤,牡丹皮,2.4
养阴清肺汤,薄荷,1.5
养阴清肺汤,白芍,2.4
沙参麦冬汤,沙参,10.0
沙参麦冬汤,玉竹,10.0
沙参麦冬汤,生甘草,5.0
沙参麦冬汤,桑叶,6.0
沙参麦冬汤,生扁豆,10.0
沙参麦冬汤,天花粉,10.0
沙参麦冬汤,麦门冬,10.0
一贯煎,北沙参,10.0
一贯煎,麦门冬,10.0
一贯煎,当归,10.0
一贯煎,生地黄,15.0
一贯煎,枸杞子,12.0
一贯煎,川檩子,10.0
桑麻丸,桑叶,500.0
桑麻丸,黑芝麻,120.0
桑麻丸,白蜜,500.0
虎潜丸,黄柏,250.0
虎潜丸,龟板,120.0
虎潜丸,陈皮,60.0
虎潜丸,知母,60.0
虎潜丸,熟地黄,60.0
虎潜丸,白芍药,60.0
虎潜丸,锁阳,15.0
虎潜丸,虎骨,30.0
虎潜丸,干姜,15.0
滋水清肝饮,熟地黄,10.0
滋水清肝饮,山药,10.0
滋水清肝饮,山茱萸,10.0
滋水清肝饮,牡丹皮,10.0
滋水清肝饮,茯苓,10.0
滋水清肝饮,泽泻,10.0
滋水清肝饮,白芍,10.0
滋水清肝饮,栀子,10.0
滋水清肝饮,酸枣仁,10.0
滋水清肝饮,当归,10.0
滋水清肝饮,柴胡,6.0
保阴煎,生地黄,6.0
保阴煎,熟地黄,6.0
保阴煎,芍药,6.0
保阴煎,山药,1.5
保阴煎,续断,1.5
保阴煎,黄芩,1.5
保阴煎,黄柏,1.5
保阴煎,生甘草,3.0
拯阴理劳汤,人参,6.0
拯阴理劳汤,麦门冬,12.0
拯阴理劳汤,白芍,12.0
拯阴理劳汤,生地黄,12.0
拯阴理劳汤,女贞子,12.0
拯阴理劳汤,龟板,15.0
拯阴理劳汤,当归,9.0
拯阴理劳汤,薏苡仁,9.0
拯阴理劳汤,橘红,9.0
拯阴理劳汤,牡丹皮,9.0
拯阴理劳汤,莲子肉,9.0
拯阴理劳汤,甘草,6.0
拯阴理劳汤,大枣,20.0
七宝美髯丹,赤白,500.0
七宝美髯丹,何首乌,500.0
七宝美髯丹,白茯苓,250.0
七宝美髯丹,牛膝,250.0
七宝美髯丹,当归,250.0
七宝美髯丹,枸杞,250.0
七宝美髯丹,菟丝子,250.0
七宝美髯丹,补骨脂,120.0
还少丹,熟地黄,15.0
还少丹,山药,15.0
还少丹,牛膝,15.0
还少丹,枸杞子,15.0
还少丹,山萸肉,30.0
还少丹,茯苓,30.0
还少丹,杜仲,30.0
还少丹,远志,30.0
还少丹,五味子,30.0
还少丹,石菖蒲,30.0
还少丹,楮实,30.0
还少丹,小茴香,30.0
还少丹,巴戟天,30.0
还少丹,肉苁蓉,30.0
加减复脉汤,甘草,18.0
加减复脉汤,干地黄,18.0
加减复脉汤,生白芍,18.0
加减复脉汤,麦门冬,15.0
加减复脉汤,阿胶,9.0
加减复脉汤,麻仁,9.0
左归饮,熟地黄,52.5
左归饮,山药,6.0
左归饮,枸杞,6.0
左归饮,甘草,3.0
左归饮,茯苓,1.5
左归饮,山茱萸,4.5
左归饮,畏酸者,20.0
补肾养血汤,熟地黄,9.0
补肾养血汤,补骨脂,9.0
补肾养血汤,菟丝子饼,9.0
补肾养血汤,丹参,9.0
补肾养血汤,茺蔚子,9.0
补肾养血汤,枸杞子,4.5
补肾养血汤,当归,6.0
补肾养血汤,杜仲,3.0
补肾养血汤,白芍,3.0
补肾养血汤,山茱萸,3.0
补肾养血汤,肉苁蓉,3.0
补肾养血汤,红花,20.0
补肾养血汤,胡桃仁,12.0
壮筋养血汤,当归,20.0
壮筋养血汤,白芍,20.0
壮筋养血汤,川续断,20.0
壮筋养血汤,杜仲,20.0
壮筋养血汤,生地黄,20.0
壮筋养血汤,川芎,20.0
壮筋养血汤,红花,20.0
壮筋养血汤,牡丹皮,20.0
壮筋养血汤,牛膝,20.0
补肝汤,当归,20.0
补肝汤,白芍,20.0
补肝汤,熟地黄,20.0
补肝汤,甘草,20.0
补肝汤,川芎,20.0
补肝汤,木瓜,20.0
补肝汤,酸枣仁,20.0
羊肝丸,黄连,30.0
羊肝丸,羊肝一具,20.0
当归生姜羊肉汤,当归,90.0
当归生姜羊肉汤,生姜,150.0
当归生姜羊肉汤,羊肉,500.0
安奠二天汤,人参,30.0
安奠二天汤,熟地黄,30.0
安奠二天汤,白术,30.0
安奠二天汤,山药,15.0
安奠二天汤,山茱萸,15.0
安奠二天汤,甘草,3.0
安奠二天汤,杜仲,9.0
安奠二天汤,枸杞子,6.0
安奠二天汤,扁豆,15.0
当归散,当归,500.0
当归散,黄芩,500.0
当归散,芍药,500.0
当归散,川芎,500.0
当归散,白术,250.0
大补元煎,人参,20.0
大补元煎,山药,6.0
大补元煎,熟地黄,20.0
大补元煎,杜仲,6.0
大补元煎,当归,7.5
大补元煎,山茱萸,3.0
大补元煎,枸杞,20.0
大补元煎,甘草,0.0
泰山磐石饮,人参,3.0
泰山磐石饮,黄芪,3.0
泰山磐石饮,当归,3.0
泰山磐石饮,续断,3.0
泰山磐石饮,黄芩,3.0
泰山磐石饮,白术,6.0
泰山磐石饮,川芎,2.4
泰山磐石饮,白芍,2.4
泰山磐石饮,熟地黄,2.4
泰山磐石饮,砂仁,1.5
泰山磐石饮,甘草,1.5
泰山磐石饮,糯米,20.0
乌鸡丸,乌鸡,20.0
乌鸡丸,地黄,20.0
乌鸡丸,当归,20.0
乌鸡丸,人参,20.0
乌鸡丸,鹿角胶,20.0
乌鸡丸,白芍,20.0
乌鸡丸,香附,20.0
乌鸡丸,山药,20.0
乌鸡丸,丹参,20.0
乌鸡丸,鳖甲,20.0
乌鸡丸,天门冬,20.0
乌鸡丸,川芎,20.0
乌鸡丸,芡实,20.0
乌鸡丸,桑螵蛸,20.0
乌鸡丸,煅牡蛎,20.0
乌鸡丸,鹿角霜,20.0
乌鸡丸,黄芪,20.0
乌鸡丸,甘草,20.0
乌鸡丸,银柴胡,20.0
薯蓣丸,薯蓣,9.0
薯蓣丸,当归,3.0
薯蓣丸,桂枝,3.0
薯蓣丸,神曲,3.0
薯蓣丸,干地黄,3.0
薯蓣丸,大豆黄卷,3.0
薯蓣丸,甘草,8.4
薯蓣丸,人参,20.0
薯蓣丸,阿胶,20.0
薯蓣丸,川芎,1.7999999999999998
薯蓣丸,白芍,1.7999999999999998
薯蓣丸,白术,1.7999999999999998
薯蓣丸,麦门冬,1.7999999999999998
薯蓣丸,防风,1.7999999999999998
薯蓣丸,杏仁,1.7999999999999998
薯蓣丸,柴胡,1.5
薯蓣丸,桔梗,1.5
薯蓣丸,茯苓,1.5
薯蓣丸,干姜,0.8999999999999999
薯蓣丸,白蔹,0.6
薯蓣丸,大枣,0.0
首乌延寿丹,何首乌,2160.0
首乌延寿丹,豨莶草,480.0
首乌延寿丹,菟丝子,480.0
首乌延寿丹,杜仲,240.0
首乌延寿丹,牛膝,240.0
首乌延寿丹,女贞子,240.0
首乌延寿丹,霜桑叶,240.0
首乌延寿丹,忍冬藤,120.0
首乌延寿丹,生地黄,120.0
首乌延寿丹,桑椹膏,500.0
首乌延寿丹,黑芝麻膏,500.0
首乌延寿丹,金樱子膏,500.0
首乌延寿丹,旱莲草膏,500.0
圣愈汤,生地黄,0.8999999999999999
圣愈汤,熟地黄,0.8999999999999999
圣愈汤,川芎,0.8999999999999999
圣愈汤,人参,0.8999999999999999
圣愈汤,白芍,1.5
圣愈汤,当归身,1.5
圣愈汤,黄芪,1.5
归脾汤,白术,3.0
归脾汤,当归,3.0
归脾汤,白茯苓,3.0
归脾汤,黄芪,3.0
归脾汤,龙眼肉,3.0
归脾汤,远志,3.0
归脾汤,酸枣仁,3.0
归脾汤,木香,1.5
归脾汤,甘草,0.8999999999999999
归脾汤,人参,3.0
人参养荣汤,黄芪,30.0
人参养荣汤,当归,30.0
人参养荣汤,桂心,30.0
人参养荣汤,甘草,30.0
人参养荣汤,陈皮,30.0
人参养荣汤,白术,30.0
人参养荣汤,人参,30.0
人参养荣汤,白芍药,90.0
人参养荣汤,熟地黄,20.0
人参养荣汤,五味子,20.0
人参养荣汤,茯苓,0.8999999999999999
人参养荣汤,远志,15.0
人参养荣汤,生姜,20.0
人参养荣汤,大枣,20.0
八珍汤,人参,30.0
八珍汤,白术,30.0
八珍汤,白茯苓,30.0
八珍汤,当归,30.0
八珍汤,川芎,30.0
八珍汤,白芍药,30.0
八珍汤,熟地黄,30.0
八珍汤,甘草,30.0
十全大补汤,当归,10.0
十全大补汤,川芎,5.0
十全大补汤,白芍,10.0
十全大补汤,熟地黄,10.0
十全大补汤,人参,10.0
十全大补汤,白术,10.0
十全大补汤,茯苓,10.0
十全大补汤,甘草,5.0
十全大补汤,黄芪,10.0
十全大补汤,肉桂,3.0
四物汤,当归,20.0
四物汤,川芎,20.0
四物汤,白芍,20.0
四物汤,熟地黄,20.0
保真汤,当归,9.0
保真汤,生地黄,9.0
保真汤,白术,9.0
保真汤,黄芪,9.0
保真汤,人参,9.0
保真汤,赤茯苓,4.5
保真汤,陈皮,4.5
保真汤,赤芍药,4.5
保真汤,甘草,4.5
保真汤,白茯苓,4.5
保真汤,厚朴,4.5
保真汤,天门冬,3.0
保真汤,麦门冬,3.0
保真汤,白芍药,3.0
保真汤,知母,3.0
保真汤,黄柏,3.0
保真汤,五味子,3.0
保真汤,柴胡,3.0
保真汤,地骨皮,3.0
保真汤,熟地黄,3.0
三才汤,人参,9.0
三才汤,天门冬,6.0
三才汤,干地黄,15.0
肾气丸,干地黄,240.0
肾气丸,山药和山茱萸,120.0
肾气丸,泽泻,90.0
肾气丸,茯苓,90.0
肾气丸,牡丹皮,90.0
肾气丸,桂枝,30.0
肾气丸,炮附子,30.0
琼玉膏,方一：新罗人参,720.0
琼玉膏,生地黄,20.0
琼玉膏,千克,20.0
琼玉膏,白茯苓,20.0
琼玉膏,k克,20.0
琼玉膏,白沙蜜,20.0
琼玉膏,方二：人参,20.0
琼玉膏,沉香,20.0
琼玉膏,琥珀,20.0
琼玉膏,白砂蜜,20.0
琼玉膏,方三：鲜地黄,20.0
琼玉膏,人参,720.0
琼玉膏,枸杞,20.0
琼玉膏,天门冬,20.0
琼玉膏,麦门冬,20.0
琼玉膏,白蜜,20.0
琼玉膏,白茯芩,20.0
举元煎,人参,12.0
举元煎,黄芪,12.0
举元煎,甘草,4.5
举元煎,升麻,1.7999999999999998
举元煎,白术,4.5
参苓白术散,莲子肉,500.0
参苓白术散,薏苡仁,500.0
参苓白术散,缩砂仁,500.0
参苓白术散,桔梗,500.0
参苓白术散,白扁豆姜汁,250.0
参苓白术散,白茯苓,1000.0
参苓白术散,人参,1000.0
参苓白术散,甘草,1000.0
参苓白术散,白术,1000.0
参苓白术散,山药,1000.0
芪附汤,炮附子,6.0
芪附汤,皮脐,6.0
芪附汤,黄芪盐水,3.0
芪附汤,蜜拌,3.0
调中益气汤,黄芪,3.0
调中益气汤,人参甘草苍术,1.5
调中益气汤,柴胡橘皮升麻,0.6
调中益气汤,木香,0.6
益气聪明汤,黄芪甘草,15.0
益气聪明汤,人参,15.0
益气聪明汤,升麻葛根,9.0
益气聪明汤,蔓荆子,1.5
益气聪明汤,芍药,3.0
益气聪明汤,黄柏酒制,3.0
黄芪甘草汤,黄芪,120.0
黄芪甘草汤,甘草,30.0
升陷汤,生黄芪,18.0
升陷汤,知母,9.0
升陷汤,柴胡,4.5
升陷汤,桔梗,4.5
升陷汤,升麻,3.0
麻子仁丸,子仁,48.0
麻子仁丸,芍药,250.0
麻子仁丸,枳实,250.0
麻子仁丸,皮大黄,500.0
麻子仁丸,厚朴一尺,9.0
麻子仁丸,杏仁,20.0
麻子仁丸,作脂,10.0
麻黄汤,麻黄,20.0
麻黄汤,桂枝,20.0
麻黄汤,杏仁,20.0
麻黄汤,皮尖,6.0
麻黄汤,甘草,20.0
保和丸,山楂,180.0
保和丸,半夏,90.0
保和丸,茯苓,90.0
保和丸,神曲,60.0
保和丸,陈皮,30.0
保和丸,连翘,30.0
保和丸,莱菔子,30.0
清胃散,生地黄,0.8999999999999999
清胃散,当归,0.8999999999999999
清胃散,牡丹皮,1.5
清胃散,黄连,1.7999999999999998
清胃散,夏月倍之,3.0
清胃散,升麻,3.0
麻黄杏仁石膏甘草汤,麻黄,20.0
麻黄杏仁石膏甘草汤,杏仁,20.0
麻黄杏仁石膏甘草汤,皮尖,9.0
麻黄杏仁石膏甘草汤,甘草,20.0
麻黄杏仁石膏甘草汤,石膏,20.0
固冲汤,白术,30.0
固冲汤,生黄芪,18.0
固冲汤,龙骨煅,24.0
固冲汤,牡蛎煅,24.0
固冲汤,山萸肉,24.0
固冲汤,生杭芍,12.0
固冲汤,海螵蛸,12.0
固冲汤,茜草,9.0
固冲汤,棕边炭,6.0
固冲汤,五倍子,20.0
固冲汤,药汁送,5.0
加减葳蕤汤,生葳蕤,15.0
加减葳蕤汤,生葱白,20.0
加减葳蕤汤,桔梗,1.5
加减葳蕤汤,东白薇,4.5
加减葳蕤汤,淡豆豉,21.0
加减葳蕤汤,苏薄荷,1.5
加减葳蕤汤,甘草,1.5
加减葳蕤汤,红枣,20.0
健脾丸,白术,30.0
健脾丸,木香另,10.5
健脾丸,黄连酒,10.5
健脾丸,甘草,10.5
健脾丸,白茯苓,60.0
健脾丸,人参,15.0
健脾丸,神曲,30.0
健脾丸,陈皮,30.0
健脾丸,砂仁,30.0
健脾丸,麦芽,30.0
健脾丸,山楂,30.0
健脾丸,山药,30.0
健脾丸,肉豆蔻,30.0
健脾丸,煨热,30.0
健脾丸,纸包捶,30.0
半夏泻心汤,半夏,20.0
半夏泻心汤,黄芩,90.0
半夏泻心汤,干姜,90.0
半夏泻心汤,人参,90.0
半夏泻心汤,黄连,30.0
半夏泻心汤,大枣,20.0
半夏泻心汤,甘草,20.0
牡蛎散,黄芪,30.0
牡蛎散,苗土,30.0
牡蛎散,煅牡蛎米泔,30.0
牡蛎散,土后火烧通赤,30.0
牡蛎散,麻黄根,30.0
清暑益气汤,西洋参,6.0
清暑益气汤,石斛,15.0
清暑益气汤,麦冬,9.0
清暑益气汤,黄连,3.0
清暑益气汤,竹叶,6.0
清暑益气汤,荷梗,15.0
清暑益气汤,知母,6.0
清暑益气汤,甘草,3.0
清暑益气汤,粳米,15.0
清暑益气汤,西瓜翠衣,30.0
苓甘五味姜辛汤,茯苓,120.0
苓甘五味姜辛汤,甘草,90.0
苓甘五味姜辛汤,干姜,90.0
苓甘五味姜辛汤,五味子,12.0
理中丸,人参,90.0
理中丸,干姜,90.0
理中丸,甘草,90.0
理中丸,白术,90.0
清营汤,犀角,20.0
清营汤,生地黄,15.0
清营汤,玄参,9.0
清营汤,竹叶心,3.0
清营汤,麦冬,9.0
清营汤,丹参,6.0
清营汤,黄连,4.5
清营汤,银花,9.0
清营汤,连翘,20.0
清营汤,连心,6.0
龙胆泻肝汤,龙胆草,6.0
龙胆泻肝汤,黄芩,9.0
龙胆泻肝汤,栀子,9.0
龙胆泻肝汤,泽泻,12.0
龙胆泻肝汤,木通,6.0
龙胆泻肝汤,车前子,9.0
龙胆泻肝汤,当归,3.0
龙胆泻肝汤,柴胡,6.0
龙胆泻肝汤,生地黄,9.0
龙胆泻肝汤,生甘草,6.0
大黄附子汤,大黄,90.0
大黄附子汤,附子,20.0
瓜蒌薤白白酒汤,瓜蒌实,5.0
瓜蒌薤白白酒汤,薤白,12.0
瓜蒌薤白白酒汤,白酒,168.0
柴胡疏肝散,陈皮醋,6.0
柴胡疏肝散,柴胡,6.0
柴胡疏肝散,川芎,1.5
柴胡疏肝散,香附,1.5
柴胡疏肝散,枳壳麸,1.5
柴胡疏肝散,芍药,1.5
柴胡疏肝散,甘草,1.5
生化汤,全当归,24.0
生化汤,川芎,9.0
生化汤,桃仁,70.0
生化汤,皮尖,70.0
生化汤,干姜炮黑,1.5
生化汤,甘草,1.5
桑菊饮,桑叶,7.5
桑菊饮,菊花,3.0
桑菊饮,杏仁,6.0
桑菊饮,桔梗,6.0
桑菊饮,甘草生,2.4
桑菊饮,薄荷,2.4
桑菊饮,连翘,4.5
桑菊饮,苇根,6.0
六一散,滑石,180.0
六一散,甘草,30.0
独活寄生汤,独活,90.0
独活寄生汤,桑寄生,60.0
独活寄生汤,杜仲,60.0
独活寄生汤,牛膝,60.0
独活寄生汤,秦艽,60.0
独活寄生汤,茯苓,60.0
独活寄生汤,肉桂心,60.0
独活寄生汤,防风,60.0
独活寄生汤,川芎,60.0
独活寄生汤,人参,60.0
独活寄生汤,甘草,60.0
独活寄生汤,当归,60.0
独活寄生汤,芍药,60.0
独活寄生汤,干地黄,60.0
当归四逆汤,当归,90.0
当归四逆汤,桂枝,20.0
当归四逆汤,芍药,90.0
当归四逆汤,甘草,20.0
当归四逆汤,通草,60.0
当归四逆汤,大枣,20.0
三仁汤,杏仁,15.0
三仁汤,飞滑石,18.0
三仁汤,白通草,6.0
三仁汤,白蔻仁,6.0
三仁汤,竹叶,6.0
三仁汤,厚朴,6.0
三仁汤,生薏苡仁,18.0
三仁汤,半夏,15.0
平胃散,苍术,120.0
平胃散,厚朴,90.0
平胃散,陈橘皮,60.0
平胃散,甘草,30.0
补阳还五汤,黄芪生,120.0
补阳还五汤,当归尾,6.0
补阳还五汤,赤芍,1.5
补阳还五汤,地龙,3.0
补阳还五汤,川芎,3.0
补阳还五汤,桃仁,3.0
补阳还五汤,红花,3.0
藿香正气散,大腹皮,30.0
藿香正气散,白芷,30.0
藿香正气散,紫苏,30.0
藿香正气散,茯苓,30.0
藿香正气散,半夏曲,60.0
藿香正气散,白术,60.0
藿香正气散,陈皮,60.0
藿香正气散,厚朴,60.0
藿香正气散,粗皮,60.0
